aId	sId	orig	cent	au	title	incipit	irreg	nbLin	nbLg	lnNbr	lnTxt	met	rhys	rw	r1	r2	r3	r4	enj	ent
694n	s694n_2562	ame	19	Rubén Darío	UNA CALIGRAFíA DE KALIFA QUISIERA...	Una caligrafía de Kalifa quisiera	0	14	4	12	que yo celebraría en mi prosa profana:	2 6 9 12	AABB CCDD EEF FGG	profana	AABB	CCDD	EEF	FGG	0	
694n	s694n_2562	ame	19	Rubén Darío	UNA CALIGRAFíA DE KALIFA QUISIERA...	Una caligrafía de Kalifa quisiera	0	14	4	13	mas mi caligrafía es pobre, si no tosca:	6 7 8 11 12	AABB CCDD EEF FGG	tosca	AABB	CCDD	EEF	FGG	0	
694n	s694n_2562	ame	19	Rubén Darío	UNA CALIGRAFíA DE KALIFA QUISIERA...	Una caligrafía de Kalifa quisiera	0	14	4	14	guarda, pues que lo quieras, esas patas de mosca.	1 6 8 10 13	AABB CCDD EEF FGG	mosca	AABB	CCDD	EEF	FGG	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	1	Dejad que siga y bogue la galera	2 4 6 10	ABBA ABBA CDC DCD	galera	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	2	bajo la tempestad, sobre la ola:	6 10	ABBA ABBA CDC DCD	ola	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	3	va con rumbo a una Atlántida española,	1 3 4 6 10	ABBA ABBA CDC DCD	española	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	4	en donde el porvenir calla y espera.	6 7 10	ABBA ABBA CDC DCD	espera	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	5	No se apague el rencor ni el odio muera	1 3 6 8 10	ABBA ABBA CDC DCD	muera	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	6	ante el pendón que el bárbaro enarbola;	4 6 10	ABBA ABBA CDC DCD	enarbola	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	7	si un día la justicia estuvo sola,	1 2 6 8 10	ABBA ABBA CDC DCD	sola	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	8	lo sentirá la humanidad entera.	4 8 10	ABBA ABBA CDC DCD	entera	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	9	Y bogue entre las olas espumeantes,	2 6 10	ABBA ABBA CDC DCD	espumeantes	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	10	y bogue la galera que ya ha visto	2 6 9 10	ABBA ABBA CDC DCD	visto	ABBA	ABBA	CDC	DCD	1	ex_dobj_verb
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	11	cómo son las tormentas de inconstantes:	1 3 6 10	ABBA ABBA CDC DCD	inconstantes	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	12	que la raza está en pie y el brazo listo,	3 5 6 8 10	ABBA ABBA CDC DCD	listo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	13	que va en el barco el capitán Cervantes	2 4 8 10	ABBA ABBA CDC DCD	Cervantes	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2563	ame	19	Rubén Darío	ESPAÑA	Dejad que siga y bogue la galera	0	14	4	14	y arriba flota el pabellón de Cristo.	2 4 8 10	ABBA ABBA CDC DCD	Cristo	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	1	En los días de azul de mi dorada infancia,	3 5 9 11	ABBA ABBA CCD EED	infancia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	2	yo solía pensar en Grecia y en Bolivia:	1 3 5 7 10	ABBA ABBA CCD EED	Bolivia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	3	en Grecia hallaba el néctar que la nostalgia alivia,	2 4 6 11 13	ABBA ABBA CCD EED	alivia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	4	y en Bolivia encontraba una arcaica fragancia.	3 6 7 9 12	ABBA ABBA CCD EED	fragancia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	5	La fragancia sutil que da la coca rancia,	3 6 8 10 12	ABBA ABBA CCD EED	rancia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	6	o el alma de la quena que solloza en la tibia;	2 6 10 13	ABBA ABBA CCD EED	tibia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	7	la suave voz indígena que la fiereza entibia,	2 4 6 12 14	ABBA ABBA CCD EED	entibia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	8	o el dios Manchaipuíto, en su sombría estancia.	2 5 9 11	ABBA ABBA CCD EED	estancia	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	9	El tirso griego rige la primitiva danza,	2 4 6 11 13	ABBA ABBA CCD EED	danza	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	10	y sobre la sublime pradera de esperanza	6 9 13	ABBA ABBA CCD EED	esperanza	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	11	nuestro Pegaso joven, mordiendo el freno, brinca.	4 6 9 11 13	ABBA ABBA CCD EED	brinca	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	12	Y bajo de la timba del misterioso cielo,	2 6 11 13	ABBA ABBA CCD EED	cielo	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	13	si Sol y Luna han sido los divos del abuelo,	2 4 5 6 9 13	ABBA ABBA CCD EED	abuelo	ABBA	ABBA	CCD	EED	0	
694n	s694n_2564	ame	19	Rubén Darío	A BOLIVIA	En los días de azul de mi dorada infancia,	0	14	4	14	con Sol y Luna triunfan los vástagos del Inca.	2 4 6 9 13	ABBA ABBA CCD EED	Inca	ABBA	ABBA	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	1	Maldigo la quijada del asno, el enemigo,	2 6 9 13	ABAB ABAB CCD EED	enemigo	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	2	Odio la flecha, el sable, la honda, la catapulta;	1 4 6 8 13	ABAB ABAB CCD EED	catapulta	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	3	maldigo el duro instinto de la guerra, maldigo	2 4 6 10 13	ABAB ABAB CCD EED	maldigo	ABAB	ABAB	CCD	EED	1	ex_subj_verb
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	4	la bárbara azagaya y la pólvora culta;	2 6 9 12	ABAB ABAB CCD EED	culta	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	5	y a quien ahoga en sangre la cosecha de trigo	3 5 9 12	ABAB ABAB CCD EED	trigo	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	6	y a quien ciego de rabia la Cruz de Paz insulta;	3 6 9 11 13	ABAB ABAB CCD EED	insulta	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	7	a Bonaparte o César, a Marat o a Rodrigo,	4 6 10 13	ABAB ABAB CCD EED	Rodrigo	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	8	príncipe de soldados o rey de turbamulta.	1 6 9 13	ABAB ABAB CCD EED	turbamulta	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	9	Los maldigo por tantas tristes almas de duelo	3 6 8 10 13	ABAB ABAB CCD EED	duelo	ABAB	ABAB	CCD	EED	1	cc_crossclause
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	10	que van todos los días por la senda del cielo	2 6 9 12	ABAB ABAB CCD EED	cielo	ABAB	ABAB	CCD	EED	1	pb_adj_noun
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	11	precedidas por Cristo, a pedir paz y luz,	3 6 9 10 12	ABAB ABAB CCD EED	luz	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	12	por Cristo que solloza, que palidece y sufre,	2 6 11 13	ABAB ABAB CCD EED	sufre	ABAB	ABAB	CCD	EED	0	
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	13	mientras un negro incendio de salitre y azufre	3 4 6 10 12	ABAB ABAB CCD EED	azufre	ABAB	ABAB	CCD	EED	1	ex_subj_verb
694n	s694n_2565	ame	19	Rubén Darío	A MOISÉS ASCARRUNZ	Maldigo la quijada del asno, el enemigo,	0	14	4	14	obscurece a los hombres la visión de la Cruz.	3 6 10 13	ABAB ABAB CCD EED	Cruz	ABAB	ABAB	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	1	¿Tienes, joven amigo, ceñida la coraza	1 3 6 9 13	ABBA ABBA CCD EED	coraza	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	2	para empezar, valiente, la divina pelea?	4 6 10 13	ABBA ABBA CCD EED	pelea	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	3	¿Has visto si resiste el metal de tu idea	1 2 6 9 12	ABBA ABBA CCD EED	idea	ABBA	ABBA	CCD	EED	1	ex_dobj_verb
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	4	la furia del mandoble y el peso de la maza?	2 6 8 12	ABBA ABBA CCD EED	maza	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	5	¿Te sientes con la sangre de la celeste raza	2 6 11 13	ABBA ABBA CCD EED	raza	ABBA	ABBA	CCD	EED	1	cc_crossclause
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	6	que vida con los números pitagóricos crea?	2 6 11 14	ABBA ABBA CCD EED	crea	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	7	¿Y, como el fuerte Herakles al león de Nemea,	4 6 9 12	ABBA ABBA CCD EED	Nemea	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	8	a los sangrientos tigres del mal daría caza?	4 6 9 11 12	ABBA ABBA CCD EED	caza	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	9	¿ Te enternece el azul de una noche tranquila?	3 6 7 9 12	ABBA ABBA CCD EED	tranquila	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	10	¿Escuchas pensativo el sonar de la esquila	2 6 9 12	ABBA ABBA CCD EED	esquila	ABBA	ABBA	CCD	EED	1	ex_subj_verb
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	11	cuando el Ángelus dice el alma de la tarde? ...	3 6 8 12	ABBA ABBA CCD EED	tarde	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	12	¿Tu corazón las voces ocultas interpreta?	4 6 9 13	ABBA ABBA CCD EED	interpreta	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	13	Sigue, entonces, tu rumbo de amor. Eres poeta.	1 3 6 9 10 12	ABBA ABBA CCD EED	poeta	ABBA	ABBA	CCD	EED	0	
694n	s694n_2566	ame	19	Rubén Darío	ATRIO	¿Tienes, joven amigo, ceñida la coraza	0	14	4	14	La belleza te cubre de luz y Dios te guarde.	3 6 9 11 13	ABBA ABBA CCD EED	guarde	ABBA	ABBA	CCD	EED	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	1	Amado es la palabra en que amar se concreta;	2 3 6 9 12	ABAB ABAB CDC DCD	concreta	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	2	Nervo es la vibración de los nervios del mal.	1 2 6 9 12	ABAB ABAB CDC DCD	mal	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	3	Bendita sea, y pura la canción del poeta	2 4 6 10 12	ABAB ABAB CDC DCD	poeta	ABAB	ABAB	CDC	DCD	1	cc_crossclause
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	4	que lanzó sin pensar su frase de cristal.	3 6 8 12	ABAB ABAB CDC DCD	cristal	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	5	Fraile de mis suspiros, celeste anacoreta	1 6 9 13	ABAB ABAB CDC DCD	anacoreta	ABAB	ABAB	CDC	DCD	1	cc_crossclause
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	6	que tiene en blancura la azúcar y la sal:	2 5 8 12	ABAB ABAB CDC DCD	sal	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	7	muéstrame el lirio puro que sigues en la veta	1 4 6 9 13	ABAB ABAB CDC DCD	veta	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	8	y hazme escuchar el eco de tu alma sideral!	1 4 6 9 13	ABAB ABAB CDC DCD	sideral	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	9	Generoso y sutil como una mariposa,	3 6 8 12	ABAB ABAB CDC DCD	mariposa	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	10	encuentra en mí la miel de lo que soy capaz	2 4 6 10 12	ABAB ABAB CDC DCD	capaz	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	11	y goza en mí la dulce fragancia de la rosa.	2 4 6 9 13	ABAB ABAB CDC DCD	rosa	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	12	No busques en mis gestos el alma de mi faz:	1 2 6 9 13	ABAB ABAB CDC DCD	faz	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	13	quiere lo que se aquieta, busca lo que reposa,	1 6 8 13	ABAB ABAB CDC DCD	reposa	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2567	ame	19	Rubén Darío	AMADO NERVO	Amado es la palabra en que amar se concreta;	0	14	4	14	y ten como una joya la perla de la Paz!	2 4 6 9 13	ABAB ABAB CDC DCD	Paz	ABAB	ABAB	CDC	DCD	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	1	La tortuga de oro camina por la alfombra	3 5 8 12	ABBA ABBA CCD EED	alfombra	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	2	y traza por la alfombra un misterioso estigma;	2 6 7 10 12	ABBA ABBA CCD EED	estigma	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	3	sobre su carapacho hay grabado un enigma	6 7 9 10 12	ABBA ABBA CCD EED	enigma	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	4	y un círculo enigmático se dibuja en su sombra.	1 2 6 11 14	ABBA ABBA CCD EED	sombra	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	5	Esos signos nos dicen al Dios que no se nombra	1 3 6 9 11 13	ABBA ABBA CCD EED	nombra	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	6	y ponen en nosotros su autoritario estigma:	2 6 11 13	ABBA ABBA CCD EED	estigma	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	7	ese círculo encierra la clave del enigma	1 3 6 9 13	ABBA ABBA CCD EED	enigma	ABBA	ABBA	CCD	EED	1	cc_crossclause
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	8	que a Minotauro mata y a la Medusa asombra.	4 6 10 12	ABBA ABBA CCD EED	asombra	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	9	Ramo de sueño, mazo de ideas florecidas	1 4 6 9 12	ABBA ABBA CCD EED	florecidas	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	10	en explosión de cantos y en floración de vidas,	4 6 11 13	ABBA ABBA CCD EED	vidas	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	11	sois mi pecho suave, mi pensamiento parco.	1 3 5 10 12	ABBA ABBA CCD EED	parco	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	12	Y cuando hayan pasado las sedas de la fiesta,	3 6 9 13	ABBA ABBA CCD EED	fiesta	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	13	decidme los sutiles efluvios de la orquesta	2 6 9 13	ABBA ABBA CCD EED	orquesta	ABBA	ABBA	CCD	EED	0	
694n	s694n_2568	ame	19	Rubén Darío	LA TORTUGA DE ORO ...	La tortuga de oro camina por la alfombra	0	14	4	14	y lo que está suspenso entre el violín y el arco...	4 6 10 12	ABBA ABBA CCD EED	arco	ABBA	ABBA	CCD	EED	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	1	¿Viste el David, cómo era bello y franco?	1 4 5 6 8 10	ABBA ABBA CDC DCD	franco	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	2	En él está la soberana esencia	2 4 8 10	ABBA ABBA CDC DCD	esencia	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	3	de la tierra, y la pura transparencia	3 6 10	ABBA ABBA CDC DCD	transparencia	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	4	de lo alto, de lo noble y de lo blanco.	2 6 10	ABBA ABBA CDC DCD	blanco	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	5	El Byron cojo y el Cervantes manco	2 4 8 10	ABBA ABBA CDC DCD	manco	ABBA	ABBA	CDC	DCD	1	ex_subj_verb
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	6	cantaran esta gloria de Florencia,	2 4 6 10	ABBA ABBA CDC DCD	Florencia	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	7	y lo que existe de divina ciencia	4 8 10	ABBA ABBA CDC DCD	ciencia	ABBA	ABBA	CDC	DCD	1	pb_noun_prep
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	8	en ese pectoral y en ese flanco.	2 6 8 10	ABBA ABBA CDC DCD	flanco	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	9	En cuanto al ojo dominante, el bello	4 8 10	ABBA ABBA CDC DCD	bello	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	10	imponer del aspecto, y la redonda	3 6 10	ABBA ABBA CDC DCD	redonda	ABBA	ABBA	CDC	DCD	1	pb_adj_noun
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	11	caricia de escultor que da al cabello	2 6 8 10	ABBA ABBA CDC DCD	cabello	ABBA	ABBA	CDC	DCD	1	ex_subj_verb
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	12	lo crespo de la brisa y de la onda,	2 6 10	ABBA ABBA CDC DCD	onda	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	13	triunfa una Torre soberana: ¡el cuello!	1 2 4 8 10	ABBA ABBA CDC DCD	cuello	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2569	ame	19	Rubén Darío	"ANTE EL ""DAVID"" DE MIGUEL ÁNGEL"	¿Viste el David, cómo era bello y franco?	0	14	4	14	y una fuente soberbia: ¡la Rotonda!	1 3 6 10	ABBA ABBA CDC DCD	Rotonda	ABBA	ABBA	CDC	DCD	0	
694n	s694n_2570	ame	19	Rubén Darío	FLORA	A tus pies Triptolemo, Dea, su cornucopia	0	14	4	1	A tus pies Triptolemo, Dea, su cornucopia	3 6 8 12	ABBA ABBA CCD EED	cornucopia	ABBA	ABBA	CCD	EED	1	ex_subj_verb
694n	s694n_2570	ame	19	Rubén Darío	FLORA	A tus pies Triptolemo, Dea, su cornucopia	0	14	4	2	vierte, mientras tus manos alzan, sobre la testa	1 6 8 13	ABBA ABBA CCD EED	testa	ABBA	ABBA	CCD	EED	1	pb_adj_noun
694n	s694n_2570	ame	19	Rubén Darío	FLORA	A tus pies Triptolemo, Dea, su cornucopia	0	14	4	3	encrespada de oro, la simbólica cesta	3 5 9 12	ABBA ABBA CCD EED	cesta	ABBA	ABBA	CCD	EED	0	
694n	s694n_2570	ame	19	Rubén Darío	FLORA	A tus pies Triptolemo, Dea, su cornucopia	0	14	4	4	en donde el Iris mágico sus riquezas acopia.	4 6 11 14	ABBA ABBA CCD EED	acopia	ABBA	ABBA	CCD	EED	0	
